name,recclass,mass,fall,year,reclat,reclong,GeoLocation,,nametype,id
Eagle,EL6,10000,Fell,1947,40.78167,-96.47167,"(40.781670, -96.471670)",,Valid,7760
Ehole,H5,2400,Fell,1961,-17.3,15.83333,"(-17.300000, 15.833330)",,Valid,7774
Eichstädt,H5,3000,Fell,1785,48.9,11.21667,"(48.900000, 11.216670)",,Valid,7775
Ekeby,H4,3336,Fell,1939,56.03333,13,"(56.033330, 13.000000)",,Valid,7776
Ekh Khera,H6,840,Fell,1916,28.26667,78.78333,"(28.266670, 78.783330)",,Valid,7777
El Idrissia,L6,10000,Fell,1989,34.41667,3.25,"(34.416670, 3.250000)",,Valid,7807
El Paso de Aguila,H5,17226,Fell,1977,25.37,-97.37,"(25.370000, -97.370000)",,Valid,45977
El Tigre,L6,5000,Fell,1993,19.96722,-103.05167,"(19.967220, -103.051670)",,Valid,7819
Elbert,LL6,680.5,Fell,1998,39.24667,-104.58817,"(39.246670, -104.588170)",,Valid,7822
Elbogen,"Iron, IID",107000,Fell,1399,50.18333,12.73333,"(50.183330, 12.733330)",,Valid,7823
Elenovka,L5,54640,Fell,1951,47.83333,37.66667,"(47.833330, 37.666670)",,Valid,7824
Ellemeet,Diogenite,1470,Fell,1925,51.75,4,"(51.750000, 4.000000)",,Valid,10019
Emmaville,Eucrite-mmict,127,Fell,1900,-29.46667,151.61667,"(-29.466670, 151.616670)",,Valid,10033
Enshi,H5,8000,Fell,1974,30.3,109.5,"(30.300000, 109.500000)",,Valid,10038
Ensisheim,LL6,127000,Fell,1491,47.86667,7.35,"(47.866670, 7.350000)",,Valid,10039
Épinal,H5,277,Fell,1822,48.18333,6.46667,"(48.183330, 6.466670)",,Valid,10041
Erakot,CM2,113,Fell,1940,19.03333,81.89167,"(19.033330, 81.891670)",,Valid,10042
Erevan,Howardite,107.2,Fell,1911,40.3,44.5,"(40.300000, 44.500000)",,Valid,10043
Ergheo,L5,20000,Fell,1889,1.16667,44.16667,"(1.166670, 44.166670)",,Valid,10044
Erxleben,H6,2250,Fell,1812,52.21667,11.25,"(52.216670, 11.250000)",,Valid,10049
Esnandes,L6,1500,Fell,1837,46.25,-1.1,"(46.250000, -1.100000)",,Valid,10051
Essebi,C2-ung,500,Fell,1957,2.88333,30.83333,"(2.883330, 30.833330)",,Valid,10055
Estherville,Mesosiderite-A3/4,320000,Fell,1879,43.41667,-94.83333,"(43.416670, -94.833330)",,Valid,10059
Farmington,L5,89400,Fell,1890,39.75,-97.03333,"(39.750000, -97.033330)",,Valid,10074
Farmville,H4,56000,Fell,1934,35.55,-77.53333,"(35.550000, -77.533330)",,Valid,10075
Favars,H5,1500,Fell,1844,44.38333,2.81667,"(44.383330, 2.816670)",,Valid,10078
Fayetteville,H4,2360,Fell,1934,36.05,-94.16667,"(36.050000, -94.166670)",,Valid,10079
Feid Chair,H4,380,Fell,1875,36.88333,8.45,"(36.883330, 8.450000)",,Valid,10080
Felix,CO3.3,3200,Fell,1900,32.53333,-87.16667,"(32.533330, -87.166670)",,Valid,10081
Fenghsien-Ku,H5,82,Fell,1924,34.6,116.75,"(34.600000, 116.750000)",,Valid,10086
Ferguson,OC,220,Fell,1889,36.1,-81.41667,"(36.100000, -81.416670)",,Valid,10088
Fermo,H3-5,10200,Fell,1996,43.18111,13.75333,"(43.181110, 13.753330)",,Valid,10091
Fisher,L6,17600,Fell,1894,47.81667,-96.85,"(47.816670, -96.850000)",,Valid,10107
Florence,H3,3640,Fell,1922,30.83333,-97.76667,"(30.833330, -97.766670)",,Valid,10111
Forest City,H5,152000,Fell,1890,43.25,-93.66667,"(43.250000, -93.666670)",,Valid,10119
Forest Vale,H4,26000,Fell,1942,-33.35,146.85833,"(-33.350000, 146.858330)",,Valid,10120
Forksville,L6,6067,Fell,1924,36.78333,-78.08333,"(36.783330, -78.083330)",,Valid,10123
Forsbach,H6,240,Fell,1900,50.95,7.31667,"(50.950000, 7.316670)",,Valid,10163
Forsyth,L6,16300,Fell,1829,33.01667,-83.96667,"(33.016670, -83.966670)",,Valid,10164
Fort Flatters,Stone-uncl,,Fell,1944,28.25,7,"(28.250000, 7.000000)",,Valid,10166
Frankfort (stone),Howardite,650,Fell,1868,34.48333,-87.83333,"(34.483330, -87.833330)",,Valid,10177
Fuhe,L5,23000,Fell,1945,31.47556,113.56694,"(31.475560, 113.566940)",,Valid,52412
Fukutomi,L5,11620,Fell,1882,33.18333,130.2,"(33.183330, 130.200000)",,Valid,10836
Fünen,Stone-uncl,,Fell,1654,55.33333,10.33333,"(55.333330, 10.333330)",,Valid,10838
Futtehpur,L6,4000,Fell,1822,25.95,80.81667,"(25.950000, 80.816670)",,Valid,10839
Fuyang,Stone-uncl,2500,Fell,1977,32.9,115.9,"(32.900000, 115.900000)",,Valid,10840
Galapian,H6,132.7,Fell,1826,44.3,0.4,"(44.300000, 0.400000)",,Valid,10846
Galim (a),LL6,36.1,Fell,1952,7.05,12.43333,"(7.050000, 12.433330)",,Valid,10848
Galim (b),EH3/4-an,28,Fell,1952,7.05,12.43333,"(7.050000, 12.433330)",,Valid,10849
Galkiv,H4,5000,Fell,1995,51.68333,30.78333,"(51.683330, 30.783330)",,Valid,10850
Gambat,L6,6400,Fell,1897,27.35,68.53333,"(27.350000, 68.533330)",,Valid,10851
Gao-Guenie,H5,,Fell,1960,11.65,-2.18333,"(11.650000, -2.183330)",,Valid,10854
Garhi Yasin,"Iron, IIE",380,Fell,1917,27.88333,68.53333,"(27.883330, 68.533330)",,Valid,10860
Garland,Diogenite-pm,102,Fell,1950,41.68333,-112.13333,"(41.683330, -112.133330)",,Valid,10861
Gashua,L6,4162,Fell,1984,12.85,11.03333,"(12.850000, 11.033330)",,Valid,44882
Gasseltepaoua,H5,,Fell,2000,14.15083,-2.04167,"(14.150830, -2.041670)",,Valid,10866
Geidam,H5,725,Fell,1950,12.91667,11.91667,"(12.916670, 11.916670)",,Valid,10870
Gifu,L6,14290,Fell,1909,35.53333,136.88333,"(35.533330, 136.883330)",,Valid,10914
Girgenti,L6,18000,Fell,1853,37.31667,13.56667,"(37.316670, 13.566670)",,Valid,10917
Git-Git,L6,480,Fell,1947,9.6,9.91667,"(9.600000, 9.916670)",,Valid,10919
Glanerbrug,L/LL5,670,Fell,1990,52.2,6.86667,"(52.200000, 6.866670)",,Valid,10923
Glanggang,H5-6,1303,Fell,1939,-7.25,107.7,"(-7.250000, 107.700000)",,Valid,10924
Glasatovo,H4,152000,Fell,1918,57.35,37.61667,"(57.350000, 37.616670)",,Valid,10926
Glatton,L6,767,Fell,1991,52.45972,-0.3,"(52.459720, -0.300000)",,Valid,10930
Gnadenfrei,H5,1750,Fell,1879,50.66667,16.76667,"(50.666670, 16.766670)",,Valid,10936
Gopalpur,H6,1600,Fell,1865,24.23333,89.05,"(24.233330, 89.050000)",,Valid,10948
Gorlovka,H3.7,3618,Fell,1974,48.28333,38.08333,"(48.283330, 38.083330)",,Valid,10949
Granes,L6,9000,Fell,1964,42.9,2.25,"(42.900000, 2.250000)",,Valid,10956
Grefsheim,L5,45.5,Fell,1976,60.66667,11,"(60.666670, 11.000000)",,Valid,11196
Grimsby,H5,215,Fell,2009,43.2,-79.61667,"(43.200000, -79.616670)",,Valid,50911
Grosnaja,CV3,3500,Fell,1861,43.66667,45.38333,"(43.666670, 45.383330)",,Valid,11206
Gross-Divina,H5,10500,Fell,1837,49.26667,18.71667,"(49.266670, 18.716670)",,Valid,11207
Grossliebenthal,L6,8000,Fell,1881,46.35,30.58333,"(46.350000, 30.583330)",,Valid,11208
Grüneberg,H4,1000,Fell,1841,51.93333,15.5,"(51.933330, 15.500000)",,Valid,11426
Grzempach,H5,690,Fell,1910,52.86667,16.63333,"(52.866670, 16.633330)",,Valid,11429
Gualeguaychú,H6,22000,Fell,1932,-33,-58.61667,"(-33.000000, -58.616670)",,Valid,11432
Guangmingshan,H5,2910,Fell,1996,39.80417,122.76389,"(39.804170, 122.763890)",,Valid,11435
Guangnan,L6,,Fell,1983,24.1,105,"(24.100000, 105.000000)",,Valid,11436
Guangrao,L6,1900,Fell,1980,37.1,118.4,"(37.100000, 118.400000)",,Valid,11437
Guareña,H6,39000,Fell,1892,38.73333,-6.01667,"(38.733330, -6.016670)",,Valid,11439
Guêa,Stone-uncl,1915,Fell,1891,43.76667,20.23333,"(43.766670, 20.233330)",,Valid,11440
Guibga,L5,288,Fell,1972,13.5,-0.68333,"(13.500000, -0.683330)",,Valid,11442
Guidder,LL5,968,Fell,1949,9.91667,13.98333,"(9.916670, 13.983330)",,Valid,11443
Gujargaon,H5,2449,Fell,1982,22.98333,76.05,"(22.983330, 76.050000)",,Valid,11448
Gujba,CBa,100000,Fell,1984,11.49167,11.65833,"(11.491670, 11.658330)",,Valid,11449
Gumoschnik,H5,5700,Fell,1904,42.9,24.7,"(42.900000, 24.700000)",,Valid,11450
Gurram Konda,L6,28,Fell,1814,13.78333,78.56667,"(13.783330, 78.566670)",,Valid,11464
Gursum,H4/5,34650,Fell,1981,9.36667,42.41667,"(9.366670, 42.416670)",,Valid,11465
Gütersloh,H3/4,1000,Fell,1851,51.91667,8.38333,"(51.916670, 8.383330)",,Valid,11466
Gyokukei,OC,1320,Fell,1930,35,127.5,"(35.000000, 127.500000)",,Valid,11467
Hachi-oji,H?,0.2,Fell,1817,35.65,139.33333,"(35.650000, 139.333330)",,Valid,11468
Hainaut,H3-6,9000,Fell,1934,50.31667,3.73333,"(50.316670, 3.733330)",,Valid,11472
Hallingeberg,L3.4,1456,Fell,1944,57.81667,16.23333,"(57.816670, 16.233330)",,Valid,11479
Hamlet,LL4,3710,Fell,1959,41.38333,-86.6,"(41.383330, -86.600000)",,Valid,11485
Haraiya,Eucrite-mmict,1000,Fell,1878,26.8,82.53333,"(26.800000, 82.533330)",,Valid,11824
Haripura,CM2,315,Fell,1921,28.38333,75.78333,"(28.383330, 75.783330)",,Valid,11829
Harleton,L6,8360,Fell,1961,32.675,-94.51167,"(32.675000, -94.511670)",,Valid,11830
Harrison County,L6,680,Fell,1859,38.25,-86.16667,"(38.250000, -86.166670)",,Valid,11842
Hashima,H4,1110.6,Fell,1910,35.2945,136.70033,"(35.294500, 136.700330)",,Valid,11848
Hassi-Jekna,"Iron, IAB-sHL",1250,Fell,1890,28.95,0.81667,"(28.950000, 0.816670)",,Valid,11852
Hatford,Stone-uncl,29000,Fell,1628,51.65,-1.51667,"(51.650000, -1.516670)",,Valid,11855
Haverö,Ureilite,1544,Fell,1971,60.24556,22.06194,"(60.245560, 22.061940)",,Valid,11859
Hedeskoga,H5,3500,Fell,1922,55.46667,13.78333,"(55.466670, 13.783330)",,Valid,11869
Hedjaz,L3.7-6,6100,Fell,1910,27.33333,35.66667,"(27.333330, 35.666670)",,Valid,11870
Heredia,H5,1000,Fell,1857,10,-84.1,"(10.000000, -84.100000)",,Valid,11875
Hessle,H5,20000,Fell,1869,59.85,17.66667,"(59.850000, 17.666670)",,Valid,11878
Higashi-koen,H5,750,Fell,1897,33.6,130.43333,"(33.600000, 130.433330)",,Valid,11883
High Possil,L6,4500,Fell,1804,55.9,-4.23333,"(55.900000, -4.233330)",,Valid,11884
Hiroshima,H5,414,Fell,2003,34.45,132.38333,"(34.450000, 132.383330)",,Valid,11889
Hoima,H6,167.7,Fell,2003,1.345,31.47278,"(1.345000, 31.472780)",,Valid,44714
Hökmark,L4,305.5,Fell,1954,64.43333,21.2,"(64.433330, 21.200000)",,Valid,11893
Holbrook,L/LL6,220000,Fell,1912,34.9,-110.18333,"(34.900000, -110.183330)",,Valid,11894
Holetta,Stone-uncl,1415,Fell,1923,9.06667,38.41667,"(9.066670, 38.416670)",,Valid,11895
Homestead,L5,230000,Fell,1875,41.8,-91.86667,"(41.800000, -91.866670)",,Valid,11901
Honolulu,L5,2420,Fell,1825,21.3,-157.86667,"(21.300000, -157.866670)",,Valid,11904
Hotse,L6,180,Fell,1956,35.66667,115.5,"(35.666670, 115.500000)",,Valid,11913
Hoxie,OC,266.1,Fell,1963,39.35,-100.45,"(39.350000, -100.450000)",,Valid,11915
Hraschina,"Iron, IID",49000,Fell,1751,46.1,16.33333,"(46.100000, 16.333330)",,Valid,11916
Huaxi,H5,1600,Fell,2010,26.46469,106.63241,"(26.464690, 106.632410)",,Valid,54719
Hungen,H6,112,Fell,1877,50.3,8.91667,"(50.300000, 8.916670)",,Valid,11986
Hvittis,EL6,14000,Fell,1901,61.18333,22.68333,"(61.183330, 22.683330)",,Valid,11989
Ibbenbüren,Diogenite,2000,Fell,1870,52.28333,7.7,"(52.283330, 7.700000)",,Valid,11992
Ibitira,Eucrite-mmict,2500,Fell,1957,-20,-45,"(-20.000000, -45.000000)",,Valid,11993
Ibrisim,OC,,Fell,1949,38,35,"(38.000000, 35.000000)",,Valid,11994
Ichkala,H6,3973,Fell,1936,58.2,82.93333,"(58.200000, 82.933330)",,Valid,11995
Idutywa,H5,3457,Fell,1956,-32.1,28.33333,"(-32.100000, 28.333330)",,Valid,12000
Iguaracu,H5,1200,Fell,1977,-23.2,-51.83333,"(-23.200000, -51.833330)",,Valid,12003
Ijopega,H6,7330,Fell,1975,-6.03333,145.36667,"(-6.033330, 145.366670)",,Valid,12004
Indarch,EH4,27000,Fell,1891,39.75,46.66667,"(39.750000, 46.666670)",,Valid,12027
Independence,L6,880,Fell,1917,39.08333,-94.4,"(39.083330, -94.400000)",,Valid,12028
Inner Mongolia,L6,3000,Fell,1963,41,112,"(41.000000, 112.000000)",,Valid,12037
Innisfree,L5,4576,Fell,1977,53.415,-111.3375,"(53.415000, -111.337500)",,Valid,12039
Ipiranga,H6,7000,Fell,1972,-25.5,-54.5,"(-25.500000, -54.500000)",,Valid,12043
Ishinga,H,1300,Fell,1954,-8.93333,33.8,"(-8.933330, 33.800000)",,Valid,12049
Isthilart,H5,3050,Fell,1928,-31.18333,-57.95,"(-31.183330, -57.950000)",,Valid,12053
Itapicuru-Mirim,H5,2024,Fell,1879,-3.4,-44.33333,"(-3.400000, -44.333330)",,Valid,12056
Itqiy,EH7-an,4720,Fell,1990,26.59083,-12.95217,"(26.590830, -12.952170)",,Valid,12058
Ivuna,CI1,704.5,Fell,1938,-8.41667,32.43333,"(-8.416670, 32.433330)",,Valid,12063
Jackalsfontein,L6,48000,Fell,1903,-32.5,21.9,"(-32.500000, 21.900000)",,Valid,12065
Jajh deh Kot Lalu,EL6,973,Fell,1926,26.75,68.41667,"(26.750000, 68.416670)",,Valid,12067
Jalanash,Ureilite,700,Fell,1990,,,,,Valid,12068
Jalandhar,Iron,1967,Fell,1621,31,75,"(31.000000, 75.000000)",,Valid,12069
Jamkheir,H6,22,Fell,1866,18.75,75.33333,"(18.750000, 75.333330)",,Valid,12072
Jartai,L6,20500,Fell,1979,39.7,105.8,"(39.700000, 105.800000)",,Valid,12074
Jelica,LL6,34000,Fell,1889,43.83333,20.44167,"(43.833330, 20.441670)",,Valid,12078
Jemlapur,L6,450,Fell,1901,,,,,Valid,12079
Jesenice,L6,3667,Fell,2009,46.42137,14.05217,"(46.421370, 14.052170)",,Valid,51589
Jhung,L5,5900,Fell,1873,31.3,72.38333,"(31.300000, 72.383330)",,Valid,12085
Jiange,H5,222,Fell,1964,31.91667,104.91667,"(31.916670, 104.916670)",,Valid,12086
Jianshi,"Iron, IIIAB",600000,Fell,1890,30.80833,109.5,"(30.808330, 109.500000)",,Valid,12087
Jilin,H5,4000000,Fell,1976,44.05,126.16667,"(44.050000, 126.166670)",,Valid,12171
Jodiya,L5,100,Fell,2006,22.68,70.31333,"(22.680000, 70.313330)",,Valid,47362
Jodzie,Howardite,30,Fell,1877,55.7,24.4,"(55.700000, 24.400000)",,Valid,12173
Johnstown,Diogenite,40300,Fell,1924,40.35,-104.9,"(40.350000, -104.900000)",,Valid,12198
Jolomba,LL6,483,Fell,1974,-11.85,15.83333,"(-11.850000, 15.833330)",,Valid,12199
Jonzac,Eucrite-mmict,5000,Fell,1819,45.43333,-0.45,"(45.433330, -0.450000)",,Valid,12202
Juancheng,H5,100000,Fell,1997,35.5,115.41667,"(35.500000, 115.416670)",,Valid,12203
Judesegeri,H6,680,Fell,1876,12.85,76.8,"(12.850000, 76.800000)",,Valid,12207
Jumapalo,L6,32490,Fell,1984,-7.71667,111.2,"(-7.716670, 111.200000)",,Valid,12209
Junan,L6,950,Fell,1976,35.2,118.8,"(35.200000, 118.800000)",,Valid,12210
Juromenha,"Iron, IIIAB",25250,Fell,1968,38.74028,-7.27,"(38.740280, -7.270000)",,Valid,12213
Juvinas,Eucrite-mmict,91000,Fell,1821,44.71667,4.3,"(44.716670, 4.300000)",,Valid,12214
Kaba,CV3,3000,Fell,1857,47.35,21.3,"(47.350000, 21.300000)",,Valid,12218
Kabo,H4,13400,Fell,1971,11.85,8.21667,"(11.850000, 8.216670)",,Valid,12220
Kadonah,H6,89,Fell,1822,27.08333,78.33333,"(27.083330, 78.333330)",,Valid,12221
Kaee,H5,230,Fell,1838,27.25,79.96667,"(27.250000, 79.966670)",,Valid,12222
Kagarlyk,L6,1900,Fell,1908,49.86667,30.83333,"(49.866670, 30.833330)",,Valid,12227
Kaidun,CR2,2000,Fell,1980,15,48.3,"(15.000000, 48.300000)",,Valid,12228
Kainsaz,CO3.2,200000,Fell,1937,55.43333,53.25,"(55.433330, 53.250000)",,Valid,12229
Kakangari,K3,350,Fell,1890,12.38333,78.51667,"(12.383330, 78.516670)",,Valid,12230
Kakowa,L6,577,Fell,1858,45.13333,21.66667,"(45.133330, 21.666670)",,Valid,12231
Kalaba,H4,950,Fell,1951,-6.83333,29.5,"(-6.833330, 29.500000)",,Valid,12232
Kalumbi,L6,4500,Fell,1879,17.83333,73.98333,"(17.833330, 73.983330)",,Valid,12236
Kamalpur,L6,2770,Fell,1942,26.03333,81.46667,"(26.033330, 81.466670)",,Valid,12238
Kamiomi,H5,448,Fell,1913,36.04167,139.95667,"(36.041670, 139.956670)",,Valid,12240
Kamsagar,L6,1293,Fell,1902,14.18333,75.8,"(14.183330, 75.800000)",,Valid,12241
Kandahar (Afghanistan),L6,299,Fell,1959,31.6,65.78333,"(31.600000, 65.783330)",,Valid,12243
Kangean,H5,1630,Fell,1908,-7,115.5,"(-7.000000, 115.500000)",,Valid,12245
Kangra Valley,H5,400,Fell,1897,32.08333,76.3,"(32.083330, 76.300000)",,Valid,12246
Kapoeta,Howardite,11355,Fell,1942,4.7,33.63333,"(4.700000, 33.633330)",,Valid,12251
Kaprada,L5/6,1600,Fell,2004,20.33916,73.22329,"(20.339160, 73.223290)",,Valid,47357
Kaptal-Aryk,L6,3500,Fell,1937,42.45,73.36667,"(42.450000, 73.366670)",,Valid,12253
Karakol,LL6,3000,Fell,1840,47.21667,81.01667,"(47.216670, 81.016670)",,Valid,12256
Karatu,LL6,2220,Fell,1963,-3.5,35.58333,"(-3.500000, 35.583330)",,Valid,12258
Karewar,L6,180,Fell,1949,12.9,7.15,"(12.900000, 7.150000)",,Valid,12260
Karkh,L6,22000,Fell,1905,27.8,67.16667,"(27.800000, 67.166670)",,Valid,12262
Karloowala,L6,2950,Fell,1955,31.58333,71.6,"(31.583330, 71.600000)",,Valid,12263
Karoonda,CK4,41730,Fell,1930,-35.08333,139.91667,"(-35.083330, 139.916670)",,Valid,12264
Kasamatsu,H,710,Fell,1938,35.36667,136.76667,"(35.366670, 136.766670)",,Valid,12266
Kasauli,H4,16820,Fell,2003,29.58333,77.58333,"(29.583330, 77.583330)",,Valid,30740
Katagum,L6,1500,Fell,1999,11.33333,10.08333,"(11.333330, 10.083330)",,Valid,35465
Kavarpura,"Iron, IIE-an",6800,Fell,2006,25.14333,75.81333,"(25.143330, 75.813330)",,Valid,47351
Kayakent,"Iron, IIIAB",85000,Fell,1961,39.26333,31.78,"(39.263330, 31.780000)",,Valid,12268
Kediri,L4,3300,Fell,1940,-7.75,112.01667,"(-7.750000, 112.016670)",,Valid,12270
Kemer,L4,5760,Fell,2008,36.54194,29.41822,"(36.541940, 29.418220)",,Valid,53654
Kendleton,L4,6937,Fell,1939,29.45,-96,"(29.450000, -96.000000)",,Valid,12275
Kendrapara,H4-5,6669.2,Fell,2003,20.4625,86.70278,"(20.462500, 86.702780)",,Valid,12276
Kerilis,H5,5000,Fell,1874,48.4,-3.3,"(48.400000, -3.300000)",,Valid,12282
Kernouve,H6,80000,Fell,1869,48.11667,-3.08333,"(48.116670, -3.083330)",,Valid,12284
Kesen,H4,135000,Fell,1850,38.98333,141.61667,"(38.983330, 141.616670)",,Valid,12286
Khairpur,EL6,13600,Fell,1873,29.53333,72.3,"(29.533330, 72.300000)",,Valid,12288
Khanpur,LL5,3698,Fell,1932,25.55,83.11667,"(25.550000, 83.116670)",,Valid,12289
Kharkov,L6,1500,Fell,1787,50.625,35.075,"(50.625000, 35.075000)",,Valid,12291
Kheragur,L6,450,Fell,1860,26.95,77.88333,"(26.950000, 77.883330)",,Valid,12294
Khetri,H6,100,Fell,1867,28.01667,75.81667,"(28.016670, 75.816670)",,Valid,12296
Khmelevka,L5,6109,Fell,1929,56.75,75.33333,"(56.750000, 75.333330)",,Valid,12297
Khohar,L3.6,9700,Fell,1910,25.1,81.53333,"(25.100000, 81.533330)",,Valid,12298
Khor Temiki,Aubrite,3200,Fell,1932,16,36,"(16.000000, 36.000000)",,Valid,12299
Kidairat,H6,100000,Fell,1983,14,28,"(14.000000, 28.000000)",,Valid,12300
Kiel,L6,737.6,Fell,1962,54.4,10.15,"(54.400000, 10.150000)",,Valid,12301
Kiffa,H5,1500,Fell,1970,16.58333,-11.33333,"(16.583330, -11.333330)",,Valid,12303
Kijima (1906),Stone-uncl,331,Fell,1906,36.85,138.38333,"(36.850000, 138.383330)",,Valid,12305
Kikino,H6,195,Fell,1809,55,34,"(55.000000, 34.000000)",,Valid,12306
Kilabo,LL6,19000,Fell,2002,12.76667,9.8,"(12.766670, 9.800000)",,Valid,12307
Kilbourn,H5,772,Fell,1911,43.58333,-89.6,"(43.583330, -89.600000)",,Valid,12308
Killeter,H6,140,Fell,1844,54.66667,-7.66667,"(54.666670, -7.666670)",,Valid,12309
Kingai,H6,67.4,Fell,1967,11.63333,24.68333,"(11.633330, 24.683330)",,Valid,12316
Kirbyville,Eucrite-mmict,97.7,Fell,1906,30.75,-95.95,"(30.750000, -95.950000)",,Valid,12321
Kisvarsány,L6,1550,Fell,1914,48.16667,22.30833,"(48.166670, 22.308330)",,Valid,12325
Kitchener,L6,202.6,Fell,1998,43.38333,-80.38333,"(43.383330, -80.383330)",,Valid,12326
Klein-Wenden,H6,3250,Fell,1843,51.6,10.8,"(51.600000, 10.800000)",,Valid,12332
Knyahinya,L/LL5,500000,Fell,1866,48.9,22.4,"(48.900000, 22.400000)",,Valid,12335
Kobe,CK4,136,Fell,1999,34.73333,135.16667,"(34.733330, 135.166670)",,Valid,12336
Kokubunji,L6,11510,Fell,1986,34.3,133.95,"(34.300000, 133.950000)",,Valid,12342
Komagome,Iron,238,Fell,1926,35.73333,139.75,"(35.733330, 139.750000)",,Valid,12343
Konovo,LL5,90,Fell,1931,42.51667,26.16667,"(42.516670, 26.166670)",,Valid,12344
Košice,H5,4300,Fell,2010,48.76367,21.17633,"(48.763670, 21.176330)",,Valid,53810
Krähenberg,LL5,16500,Fell,1869,49.32694,7.46472,"(49.326940, 7.464720)",,Valid,12353
Krasnoi-Ugol,L6,2440,Fell,1829,54.03333,40.9,"(54.033330, 40.900000)",,Valid,12355
Krasnyi Klyuch,H5,4000,Fell,1946,54.33333,56.08333,"(54.333330, 56.083330)",,Valid,12357
Krutikha,OC,845.2,Fell,1906,56.8,77,"(56.800000, 77.000000)",,Valid,12363
Krymka,LL3.2,50000,Fell,1946,47.83333,30.76667,"(47.833330, 30.766670)",,Valid,12364
Kukschin,L6,2250,Fell,1938,51.15,31.7,"(51.150000, 31.700000)",,Valid,12368
Kulak,L5,453.6,Fell,1961,30.73111,66.80222,"(30.731110, 66.802220)",,Valid,12369
Kuleschovka,L6,6000,Fell,1811,50.75,33.5,"(50.750000, 33.500000)",,Valid,12370
Kulp,H6,3719,Fell,1906,41.11667,45,"(41.116670, 45.000000)",,Valid,12373
Kunashak,L6,200000,Fell,1949,55.78333,61.36667,"(55.783330, 61.366670)",,Valid,12377
Kunya-Urgench,H5,1100000,Fell,1998,42.25,59.2,"(42.250000, 59.200000)",,Valid,12379
Kushiike,OC,4460,Fell,1920,37.05,138.38333,"(37.050000, 138.383330)",,Valid,12381
Kusiali,L6,5,Fell,1860,29.68333,78.38333,"(29.683330, 78.383330)",,Valid,12382
Kutais,H5,23,Fell,1977,44.51667,39.3,"(44.516670, 39.300000)",,Valid,12383
Kuttippuram,L6,45000,Fell,1914,10.83333,76.03333,"(10.833330, 76.033330)",,Valid,12384
Kuznetzovo,L6,4047,Fell,1932,55.2,75.33333,"(55.200000, 75.333330)",,Valid,12385
Kyushu,L6,45000,Fell,1886,32.03333,130.63333,"(32.033330, 130.633330)",,Valid,12390
La Bécasse,L6,2800,Fell,1879,47.08333,1.75,"(47.083330, 1.750000)",,Valid,12392
La Charca,OC,399,Fell,1878,20.66667,-101.28333,"(20.666670, -101.283330)",,Valid,12394
La Colina,H5,2000,Fell,1924,-37.33333,-61.53333,"(-37.333330, -61.533330)",,Valid,12395
La Criolla,L6,45000,Fell,1985,-31.23333,-58.16667,"(-31.233330, -58.166670)",,Valid,12396
Laborel,H5,3833,Fell,1871,44.28333,5.58333,"(44.283330, 5.583330)",,Valid,12408
Lahrauli,Ureilite,900,Fell,1955,26.78333,82.71667,"(26.783330, 82.716670)",,Valid,12433
L'Aigle,L6,37000,Fell,1803,48.76667,0.63333,"(48.766670, 0.633330)",,Valid,12434
Lakangaon,Eucrite-mmict,212.5,Fell,1910,21.86667,76.03333,"(21.866670, 76.033330)",,Valid,12435
Lalitpur,L6,372,Fell,1887,24.45,78.56667,"(24.450000, 78.566670)",,Valid,12451
Lancé,CO3.5,51700,Fell,1872,47.7,1.06667,"(47.700000, 1.066670)",,Valid,12455
Lancon,H6,7000,Fell,1897,43.75,5.11667,"(43.750000, 5.116670)",,Valid,12456
Långhalsen,L6,2300,Fell,1947,58.85,16.73333,"(58.850000, 16.733330)",,Valid,12461
Lanxi,L6,1282,Fell,1986,46.24167,126.19611,"(46.241670, 126.196110)",,Valid,12464
Lanzenkirchen,L4,7000,Fell,1925,47.75,16.23333,"(47.750000, 16.233330)",,Valid,12465
Laochenzhen,H5,14250,Fell,1987,33.13333,115.16667,"(33.133330, 115.166670)",,Valid,12466
Launton,L6,1060,Fell,1830,51.9,-1.11667,"(51.900000, -1.116670)",,Valid,12740
Lavrentievka,L6,800,Fell,1938,52.45,51.56667,"(52.450000, 51.566670)",,Valid,12743
Le Pressoir,H5,3000,Fell,1845,47.16667,0.43333,"(47.166670, 0.433330)",,Valid,12748
Le Teilleul,Howardite,780,Fell,1845,48.53333,-0.86667,"(48.533330, -0.866670)",,Valid,12749
Leedey,L6,51500,Fell,1943,35.88333,-99.33333,"(35.883330, -99.333330)",,Valid,12755
Leeuwfontein,L6,460,Fell,1912,-25.66667,28.36667,"(-25.666670, 28.366670)",,Valid,12756
Leighlinbridge,L6,271.4,Fell,1999,52.66667,-6.96667,"(52.666670, -6.966670)",,Valid,12759
Leighton,H5,877,Fell,1907,34.58333,-87.5,"(34.583330, -87.500000)",,Valid,12760
Leonovka,L6,700,Fell,1900,52.26667,32.85,"(52.266670, 32.850000)",,Valid,12765
Les Ormes,L6,125,Fell,1857,48.35,3.25,"(48.350000, 3.250000)",,Valid,12769
Lesves,L6,2000,Fell,1896,50.36667,4.73333,"(50.366670, 4.733330)",,Valid,12772
Lichtenberg,H6,4000,Fell,1973,-26.15,26.18333,"(-26.150000, 26.183330)",,Valid,14646
